org_name,connecthub_org_id,connecthub_display_label,match_score,npi_count,input_label,input_states,connecthub_label,connecthub_states,match_status
NORTHEAST GEORGIA MEDICAL CENTER,63651fe381dd9a2cb3110c3a,Southeast Georgia Health System,95.0,6,northeast georgia medical center,"[""GA""]",northeast georgia medical center braselton,nan,match
NORTHEAST GEORGIA MEDICAL CENTER,63651fe381dd9a2cb3110c3a,Southeast Georgia Health System,95.0,6,northeast georgia medical center,"[""GA""]",northeast georgia medical center braselton,"[""GA""]",match
CARECONNECT PEDIATRICS,63ce560b1415503742364a24,CareConnect Health,95.0,6,careconnect pediatrics,"[""GA""]",careconnect pediatrics moultrie,"[""GA""]",match
NORTHEAST GEORGIA MEDICAL CENTER,6793e06037747f17b5417929,Northeast Georgia Health System,95.0,6,northeast georgia medical center,"[""GA""]",northeast georgia medical center gainesville,nan,match
NORTHEAST GEORGIA MEDICAL CENTER,6793e06037747f17b5417929,Northeast Georgia Health System,95.0,6,northeast georgia medical center,"[""GA""]",northeast georgia medical center lumpkin,nan,match
NORTHEAST GEORGIA MEDICAL CENTER,63651fe381dd9a2cb3110c3a,Northeast Georgia Health System,95.0,6,northeast georgia medical center,"[""GA""]",northeast georgia medical center lumpkin,"[""GA""]",match
DAVID RAINES COMMUNITY HEALTH,64bec8043f3769e9fda29eac,David Raines Community Health Center Inc (Louisiana),95.0,6,david raines community health,"[""LA""]",david raines community health center,nan,match
NORTHEAST GEORGIA MEDICAL CENTER,6793e06037747f17b5417929,Northeast Georgia Health System,95.0,6,northeast georgia medical center,"[""GA""]",northeast georgia medical center lumpkin,"[""GA""]",match
NORTHEAST GEORGIA MEDICAL CENTER,63651fe381dd9a2cb3110c3a,Southeast Georgia Health System,95.0,6,northeast georgia medical center,"[""GA""]",northeast georgia medical center lumpkin,"[""GA""]",match
DAVID RAINES COMMUNITY HEALTH,64bec8043f3769e9fda29eac,David Raines Community Health Center Inc (Louisiana),95.0,6,david raines community health,"[""LA""]",david raines community health center,"[""LA""]",match
DAVID RAINES COMMUNITY HEALTH,64bec8043f3769e9fda29eac,David Raines Community Health Center Inc (Louisiana),95.0,6,david raines community health,"[""LA""]",david raines community health centers,"[""LA""]",match
NORTHEAST GEORGIA MEDICAL CENTER,6793e06037747f17b5417929,Northeast Georgia Health System,95.0,6,northeast georgia medical center,"[""GA""]",northeast georgia medical center braselton,nan,match
NORTHEAST GEORGIA MEDICAL CENTER,6793e06037747f17b5417929,Northeast Georgia Health System,95.0,6,northeast georgia medical center,"[""GA""]",northeast georgia medical center braselton,"[""GA""]",match
"PEDIATRIX MEDICAL GROUP OF FLORIDA, INC.",64bec8153f3769e9fda2a412,Pediatrix Medical Group of FL INC (Florida),92.06349,6,pediatrix medical group of florida,"[""GA"",""FL""]",pediatrix medical group of fl,nan,match
"ASPIRE HEALTH MEDICAL PARTNERS, PC",6452ad8b61a0f218ad32da74,Aspire Health,90.0,6,aspire health medical partners,"[""IL"",""TN"",""GA""]",aspire health,nan,match
BATON ROUGE CLINIC A MEDICAL,67a0ebbe0b2bbe759513a002,Baton Rouge,90.0,6,baton rouge clinic a medical,"[""LA""]",baton rouge,nan,match
DAVID RAINES COMMUNITY HEALTH,64bec8043f3769e9fda29eac,David Raines Community Health Center Inc (Louisiana),90.0,6,david raines community health,"[""LA""]",david raines community health center haynesville,"[""LA""]",match
DAVID RAINES COMMUNITY HEALTH,64bec8043f3769e9fda29eac,David Raines Community Health Center Inc (Louisiana),90.0,6,david raines community health,"[""LA""]",david raines community health center bossier city,nan,match
DAVID RAINES COMMUNITY HEALTH,64bec8043f3769e9fda29eac,David Raines Community Health Center Inc (Louisiana),90.0,6,david raines community health,"[""LA""]",david raines community health centers inc shreveport north,"[""LA""]",match
DAVID RAINES COMMUNITY HEALTH,64bec8043f3769e9fda29eac,David Raines Community Health Center Inc (Louisiana),90.0,6,david raines community health,"[""LA""]",david raines community health center gilliam,"[""LA""]",match
DAVID RAINES COMMUNITY HEALTH,64bec8043f3769e9fda29eac,David Raines Community Health Center Inc (Louisiana),90.0,6,david raines community health,"[""LA""]",david raines community health center haynesville,nan,match
DAVID RAINES COMMUNITY HEALTH,64bec8043f3769e9fda29eac,David Raines Community Health Center Inc (Louisiana),90.0,6,david raines community health,"[""LA""]",david raines community health center bossier city,"[""LA""]",match
DAVID RAINES COMMUNITY HEALTH,64bec8043f3769e9fda29eac,David Raines Community Health Center Inc (Louisiana),90.0,6,david raines community health,"[""LA""]",david raines community health center gilliam,nan,match
DAVID RAINES COMMUNITY HEALTH,64bec8043f3769e9fda29eac,David Raines Community Health Center Inc (Louisiana),90.0,6,david raines community health,"[""LA""]",david raines community health center walnut hill middle school,nan,match
DAVID RAINES COMMUNITY HEALTH,64bec8043f3769e9fda29eac,David Raines Community Health Center Inc (Louisiana),90.0,6,david raines community health,"[""LA""]",david raines community health center administration,nan,match
DAVID RAINES COMMUNITY HEALTH,64bec8043f3769e9fda29eac,David Raines Community Health Center Inc (Louisiana),90.0,6,david raines community health,"[""LA""]",david raines community health center walnut hill middle school,"[""LA""]",match
DAVID RAINES COMMUNITY HEALTH,64bec8043f3769e9fda29eac,David Raines Community Health Center Inc (Louisiana),90.0,6,david raines community health,"[""LA""]",david raines community health center administration,"[""LA""]",match
DAVID RAINES COMMUNITY HEALTH,64bec8043f3769e9fda29eac,David Raines Community Health Center Inc (Louisiana),90.0,6,david raines community health,"[""LA""]",david raines community health centers inc shreveport north,nan,match
THE NEXUS PAIN CENTER OF COLUMBUS LLC,6655ea51648dc68f6cbe8354,The Nexus Pain Center,90.0,6,the nexus pain center of columbus,"[""GA""]",the nexus pain center,nan,match
SUMTER PEDIATRICS LLC,6655ea50648dc68f6cbe82cb,Sumter Pediatrics Sumter SC,90.0,6,sumter pediatrics,"[""GA""]",sumter pediatrics sumter sc,nan,match
"WELLSTAR MEDICAL GROUP, LLC.",66e8204221afba04642bdd6f,WellStar,90.0,6,wellstar medical group,"[""GA""]",wellstar,nan,match
"WELLSTAR MEDICAL GROUP, LLC.",66e8204221afba04642bdd6f,WellStar,90.0,6,wellstar medical group,"[""GA""]",wellstar,"[""GA""]",match
"ATLANTA ALLERGY & ASTHMA, PA",64bec7ff3f3769e9fda29cef,Atlanta Allergy And Asthma (Georgia),89.411766,6,atlanta allergy asthma pa,"[""GA""]",atlanta allergy and asthma,nan,match
"ATLANTA ALLERGY & ASTHMA, PA",64bec7ff3f3769e9fda29cef,Atlanta Allergy And Asthma (Georgia),89.411766,6,atlanta allergy asthma pa,"[""GA""]",atlanta allergy and asthma,"[""GA""]",match
"ATLANTA ALLERGY & ASTHMA, PA",64bec7ff3f3769e9fda29cef,Atlanta Allergy And Asthma (Georgia),89.411766,6,atlanta allergy asthma pa,"[""GA""]",atlanta allergy and asthma,"[""GA""]",match
"ATLANTA ALLERGY & ASTHMA, PA",64bec7ff3f3769e9fda29cef,Atlanta Allergy And Asthma (Georgia),89.411766,6,atlanta allergy asthma pa,"[""GA""]",atlanta allergy and asthma,nan,match
IRWIN COUNTY HOSPITAL,67abb14c6f1d9a45627e5f69,"Irwin County Hospital (Ocilla,GA)",100.0,5,irwin county hospital,"[""GA""]",irwin county hospital,nan,match
ST HELENA PARISH HOSPITAL,67abb1466f1d9a45627e5ef3,"St. Helena Parish Hospital (Greensburg,LA)",100.0,5,st helena parish hospital,"[""LA""]",st helena parish hospital,nan,match
"ATLANTA ALLERGY & ASTHMA CLINIC, PA",6655e9cfe572785194783c5c,"Atlanta Allergy & Asthma Clinic, P.A.",100.0,5,atlanta allergy asthma clinic pa,"[""GA""]",atlanta allergy asthma clinic pa,nan,match
COMPREHENSIVE PAIN MANAGEMENT,6792ab7fd118cb604575a787,"Comprehensive Pain Management Llc (Baton Rouge,LA)",100.0,5,comprehensive pain management,"[""LA""]",comprehensive pain management,nan,match
"MOREHOUSE HEALTHCARE, INC",67a3c08ea3faa7baa0e452f5,Morehouse Healthcare,100.0,5,morehouse healthcare,"[""GA""]",morehouse healthcare,nan,match
EMORY SAINT JOSEPH'S HOSPITAL,66e8203421afba04642bdc9a,Emory Healthcare,100.0,5,emory saint josephs hospital,"[""GA""]",emory saint josephs hospital,nan,match
DALLAS NEPHROLOGY ASSOCIATES,678163ad62cac9335ad417e2,Dallas Nephrology Associates,100.0,5,dallas nephrology associates,"[""TX""]",dallas nephrology associates,nan,match
GRADY MEMORIAL HOSPITAL,6793e05e37747f17b541791c,Grady Health System,100.0,5,grady memorial hospital,"[""GA""]",grady memorial hospital,nan,match
PIEDMONT HEALTHCARE INC.,67814db262cac9335ad417d0,Piedmont Healthcare,100.0,5,piedmont healthcare,"[""GA""]",piedmont healthcare,nan,match
HORIZON BEHAVIORAL HEALTH PC,66c8b25fbf754bd0103b980b,Horizon Behavioral Health,100.0,5,horizon behavioral health,"[""GA""]",horizon behavioral health,nan,match
"VALDOSTA FAMILY MEDICINE ASSOCIATES, P.C.",63ce58c71415503742369269,Valdosta Family Medicine Associates,100.0,5,valdosta family medicine associates,"[""FL"",""GA""]",valdosta family medicine associates,nan,match
ARKANSAS CHILDRENS HOSPITAL,62bb1f9421ec0e63c1eb78ce,Arkansas Children's,95.0,5,arkansas childrens hospital,"[""AR""]",arkansas childrens hospital system,nan,match
"DECATUR PEDIATRIC GROUP, PA",6452adf661a0f218ad32e4af,Decatur Pediatric Group (Georgia),95.0,5,decatur pediatric group pa,"[""GA""]",decatur pediatric group,nan,match
"DECATUR PEDIATRIC GROUP, PA",6452adf661a0f218ad32e4af,Decatur Pediatric Group (Georgia),95.0,5,decatur pediatric group pa,"[""GA""]",decatur pediatric group,"[""GA""]",match
ARKANSAS CHILDRENS HOSPITAL,62bb1f9421ec0e63c1eb78ce,Arkansas Children's,95.0,5,arkansas childrens hospital,"[""AR""]",arkansas childrens hospital system,"[""AR""]",match
PIEDMONT HEALTHCARE INC.,67814db262cac9335ad417d0,Piedmont Healthcare,95.0,5,piedmont healthcare,"[""GA""]",piedmont healthcare system,"[""GA""]",match
"DECATUR PEDIATRIC GROUP, PA",6452adf661a0f218ad32e4af,Decatur Pediatric Group (Georgia),95.0,5,decatur pediatric group pa,"[""GA""]",decatur pediatric group,"[""GA""]",match
IBERIA MEDICAL CENTER PHYSICI,67aba3516f1d9a45627e5ed1,"Iberia Medical Center (New Iberia,LA)",95.0,5,iberia medical center physici,"[""LA""]",iberia medical center,nan,match
"DECATUR PEDIATRIC GROUP, PA",6452adf661a0f218ad32e4af,Decatur Pediatric Group (Georgia),95.0,5,decatur pediatric group pa,"[""GA""]",decatur pediatric group,nan,match
NORTHSIDE HOSPITAL,63651fef81dd9a2cb3110e7d,Northside Hospital,95.0,5,northside hospital,"[""GA""]",northside hospital forsyth,"[""GA""]",match
PIEDMONT HEALTHCARE INC.,67814db262cac9335ad417d0,Piedmont Healthcare,95.0,5,piedmont healthcare,"[""GA""]",piedmont healthcare system,nan,match
ST THOMAS COMMUNITY HEALTH CE,678159f362cac9335ad417d7,St Thomas Community Health Center,93.548386,5,st thomas community health ce,"[""LA""]",st thomas community health center,nan,match
WEST FELICIANA PARISH HOSP,67abb1456f1d9a45627e5edc,"West Feliciana Parish Hospital (St Francisville,LA)",92.85714,5,west feliciana parish hosp,"[""LA""]",west feliciana parish hospital,nan,match
PEDIATRIX MEDICAL GROUP OF FLORIDA INC,64bec8153f3769e9fda2a412,Pediatrix Medical Group of FL INC (Florida),92.06349,5,pediatrix medical group of florida,"[""GA"",""FL""]",pediatrix medical group of fl,nan,match
INTERNAL MEDICINE CLINIC OF T,6655e9dee572785194784184,"Internal Medicine Clinic of Tangipahoa, LLC",91.60714,5,internal medicine clinic of t,"[""LA""]",internal medicine clinic of tangipahoa,nan,match
ST JUDE CHILDREN'S RESEARCH H,64d3cabde7d9db2b7ebcc435,St. Jude Children's Research Hospital,91.48148,5,st jude childrens research h,"[""TN""]",st jude childrens research hospital,nan,match
ST JUDE CHILDREN'S RESEARCH H,64d3cabde7d9db2b7ebcc435,St. Jude Children's Research Hospital,91.48148,5,st jude childrens research h,"[""TN""]",st jude childrens research hospital,"[""TN""]",match
ST JUDE CHILDREN'S RESEARCH H,64d3cabde7d9db2b7ebcc435,St. Jude Children's Research Hospital,91.48148,5,st jude childrens research h,"[""TN""]",st jude childrens research hospital,nan,match
ST JUDE CHILDREN'S RESEARCH H,64d3cabde7d9db2b7ebcc435,St. Jude Children's Research Hospital,91.48148,5,st jude childrens research h,"[""TN""]",st jude childrens research hospital,"[""TN""]",match
"AUGUSTA ONCOLOGY ASSOCIATES, PC",671128461c34d67c41cebe01,"Augusta Urology Associates LLC (Evans,GA)",90.56604,5,augusta oncology associates,"[""GA""]",augusta urology associates,nan,match
CHRISTUS HEALTH SOUTHWESTERN,66e8203221afba04642bdc78,Christus Health,90.0,5,christus health southwestern,"[""LA""]",christus health,nan,match
CHRISTUS HEALTH SOUTHWESTERN,66e8203221afba04642bdc78,Christus Health,90.0,5,christus health southwestern,"[""LA""]",christus health,"[""AR"",""TX"",""LA""]",match
ARKANSAS CHILDRENS HOSPITAL,62bb1f9421ec0e63c1eb78ce,Arkansas Children's,90.0,5,arkansas childrens hospital,"[""AR""]",arkansas childrens,"[""AR""]",match
CHRISTUS HEALTH SOUTHWESTERN,66e8203221afba04642bdc78,Christus Health,90.0,5,christus health southwestern,"[""LA""]",christus health,"[""LA""]",match
CHRISTUS HEALTH SOUTHWESTERN,64763a4530b6a95c26b1cc71,Christus Health Plan,90.0,5,christus health southwestern,"[""LA""]",christus health,"[""TX"",""NM"",""LA""]",match
CHRISTUS HEALTH SOUTHWESTERN,66e8203221afba04642bdc78,Christus Health,90.0,5,christus health southwestern,"[""LA""]",christus health,"[""TX"",""NM"",""LA""]",match
CHRISTUS HEALTH SOUTHWESTERN,66e8203221afba04642bdc78,Christus Health,90.0,5,christus health southwestern,"[""LA""]",christus health,"[""AR"",""TX"",""LA""]",match
CHRISTUS HEALTH SOUTHWESTERN,66e8203221afba04642bdc78,Christus Health,90.0,5,christus health southwestern,"[""LA""]",christus health,nan,match
CHRISTUS HEALTH SOUTHWESTERN,66e8203221afba04642bdc78,Christus Health,90.0,5,christus health southwestern,"[""LA""]",christus health,"[""LA""]",match
ARKANSAS CHILDRENS HOSPITAL,62bb1f9421ec0e63c1eb78ce,Arkansas Children's,90.0,5,arkansas childrens hospital,"[""AR""]",arkansas childrens,nan,match
"NEMOURS CHILDRENS CLINIC, JACKSONVILLE",67aa61a999dcc50ff9446189,Nemours,90.0,5,nemours childrens clinic jacksonville,"[""GA"",""FL""]",nemours,nan,match
NORTHSIDE HOSPITAL,63651fef81dd9a2cb3110e7d,Northside Hospital,90.0,5,northside hospital,"[""GA""]",northside hospital cherokee,"[""GA""]",match
CHRISTUS HEALTH SOUTHWESTERN,64763a4530b6a95c26b1cc71,Christus Health Plan,90.0,5,christus health southwestern,"[""LA""]",christus health,nan,match
"ORTHOATLANTA, LLC",6452af5661a0f218ad330234,Piedmont Orthopedics | Orthoatlanta,90.0,5,orthoatlanta,"[""GA""]",orthoatlanta surgery center austell,nan,match
CHRISTUS HEALTH SOUTHWESTERN,64763a4530b6a95c26b1cc71,Christus Health Plan,90.0,5,christus health southwestern,"[""LA""]",christus health,"[""LA""]",match
"HARBIN CLINIC, LLC",6452ae5e61a0f218ad32edff,Harbin Clinic (Georgia),90.0,5,harbin clinic,"[""ME"",""GA""]",harbin clinic imaging cartersville,nan,match
"HARBIN CLINIC, LLC",6452ae5e61a0f218ad32edff,Harbin Clinic (Georgia),90.0,5,harbin clinic,"[""ME"",""GA""]",harbin clinic gastroenterology cartersville,"[""GA""]",match
CHRISTUS HEALTH SOUTHWESTERN,66e8203221afba04642bdc78,Christus Health,90.0,5,christus health southwestern,"[""LA""]",christus health,"[""TX"",""NM"",""LA""]",match
"WELLSTAR MEDICAL GROUP, LLC.",66e8204221afba04642bdd6f,WellStar,90.0,5,wellstar medical group,"[""GA""]",wellstar,nan,match
"WELLSTAR MEDICAL GROUP, LLC.",66e8204221afba04642bdd6f,WellStar,90.0,5,wellstar medical group,"[""GA""]",wellstar,"[""GA""]",match
"ORTHOATLANTA, LLC",6452af5661a0f218ad330234,Piedmont Orthopedics | Orthoatlanta,90.0,5,orthoatlanta,"[""GA""]",orthoatlanta surgery center fayetteville,nan,match
URGENT MD HEALTHCARE SERVICES PC,6452b01b61a0f218ad3310db,Urgent Md,90.0,5,urgent md healthcare services,"[""GA""]",urgent,nan,match
HAMILTON PHYSICIAN GROUP,65bbbf4dc2abaf13344951b9,Hamilton Health Care System - Hamilton Physician Group and Hamilton Medical Center,90.0,5,hamilton physician group,"[""ME"",""GA""]",hamilton health care system hamilton physician group and hamilton medical center,nan,match
"HARBIN CLINIC, LLC",6452ae5e61a0f218ad32edff,Harbin Clinic (Georgia),90.0,5,harbin clinic,"[""ME"",""GA""]",harbin clinic imaging rome,nan,match
"HARBIN CLINIC, LLC",6452ae5e61a0f218ad32edff,Harbin Clinic (Georgia),90.0,5,harbin clinic,"[""ME"",""GA""]",harbin clinic imaging rome,"[""GA""]",match
"HARBIN CLINIC, LLC",6452ae5e61a0f218ad32edff,Harbin Clinic (Georgia),90.0,5,harbin clinic,"[""ME"",""GA""]",harbin clinic gastroenterology endoscopy gi lab rome,nan,match
"HARBIN CLINIC, LLC",6452ae5e61a0f218ad32edff,Harbin Clinic (Georgia),90.0,5,harbin clinic,"[""ME"",""GA""]",harbin clinic gastroenterology cartersville,nan,match
"HARBIN CLINIC, LLC",6452ae5e61a0f218ad32edff,Harbin Clinic (Georgia),90.0,5,harbin clinic,"[""ME"",""GA""]",harbin clinic gastroenterology endoscopy gi lab rome,"[""GA""]",match
"HARBIN CLINIC, LLC",6452ae5e61a0f218ad32edff,Harbin Clinic (Georgia),90.0,5,harbin clinic,"[""ME"",""GA""]",harbin clinic imaging cartersville,"[""GA""]",match
"ORTHOATLANTA, LLC",6452af5661a0f218ad330234,Piedmont Orthopedics | Orthoatlanta,90.0,5,orthoatlanta,"[""GA""]",orthoatlanta surgery center fayetteville,"[""GA""]",match
PCP URGENT CARE HOLDINGS LLC,6655ea2ae572785194784577,PCP Urgent Care Holdings BATON ROUGE LA,90.0,5,pcp urgent care holdings,"[""LA""]",pcp urgent care holdings baton rouge la,nan,match
"ORTHOATLANTA, LLC",6452af5661a0f218ad330234,Piedmont Orthopedics | Orthoatlanta,90.0,5,orthoatlanta,"[""GA""]",orthoatlanta surgery center austell,"[""GA""]",match
SC HOUSE CALLS INC,6452afa361a0f218ad33080b,Sc House Calls/Main Street Physicians,90.0,5,sc house calls,"[""GA""]",sc house callsmain street physicians,nan,match
SWIFT HEALTH MEDICAL GROUP,6452afdf61a0f218ad330c7e,Swift,90.0,5,swift health medical group,"[""GA""]",swift,nan,match
"ATLANTA ALLERGY & ASTHMA CLINIC, PA",64bec7ff3f3769e9fda29cef,Atlanta Allergy And Asthma (Georgia),87.083336,5,atlanta allergy asthma clinic pa,"[""GA""]",atlanta allergy and asthma,"[""GA""]",match
"ATLANTA ALLERGY & ASTHMA CLINIC, PA",64bec7ff3f3769e9fda29cef,Atlanta Allergy And Asthma (Georgia),87.083336,5,atlanta allergy asthma clinic pa,"[""GA""]",atlanta allergy and asthma,nan,match
"ATLANTA ALLERGY & ASTHMA CLINIC, PA",64bec7ff3f3769e9fda29cef,Atlanta Allergy And Asthma (Georgia),87.083336,5,atlanta allergy asthma clinic pa,"[""GA""]",atlanta allergy and asthma,"[""GA""]",match
"ATLANTA ALLERGY & ASTHMA CLINIC, PA",64bec7ff3f3769e9fda29cef,Atlanta Allergy And Asthma (Georgia),87.083336,5,atlanta allergy asthma clinic pa,"[""GA""]",atlanta allergy and asthma,nan,match
EMORY DECATUR HOSPITAL,66e8203421afba04642bdc9a,Emory Healthcare,100.0,4,emory decatur hospital,"[""GA""]",emory decatur hospital,nan,match
"BABYLON HEALTHCARE, PLLC",6452ad9261a0f218ad32db2c,Babylon Healthcare,100.0,4,babylon healthcare,"[""TX"",""GA""]",babylon healthcare,nan,match
EMORY UNIVERSITY HOSPITAL MIDTOWN,66e8203421afba04642bdc9a,Emory Healthcare,100.0,4,emory university hospital midtown,"[""GA""]",emory university hospital midtown,nan,match
GRADY MEMORIAL HOSPITAL,6793e05e37747f17b541791c,Grady Health System,100.0,4,grady memorial hospital,"[""GA""]",grady memorial hospital,nan,match
REGIONAL OBSTETRICAL CONSULTANTS,671128491c34d67c41cebfab,"Regional Obstetrical Consultants, (Chattanooga,TN)",100.0,4,regional obstetrical consultants,"[""TN""]",regional obstetrical consultants,nan,match
ZOE CENTER FOR PEDIATRIC AND ADOLESCENT HEALTH LLC,6655ea54648dc68f6cbe84b1,Zoe Center for Pediatric and Adolescent Health.,100.0,4,zoe center for pediatric and adolescent health,"[""GA""]",zoe center for pediatric and adolescent health,nan,match
"MOREHOUSE HEALTHCARE, INC,",67a3c08ea3faa7baa0e452f5,Morehouse Healthcare,100.0,4,morehouse healthcare,"[""GA""]",morehouse healthcare,nan,match
TULANE MEDICAL CENTER,63ce57be1415503742367c8c,Tulane Medical Center Clinic,100.0,4,tulane medical center,"[""LA""]",tulane medical center,nan,match
KINGS DAUGHTERS MEDICAL CENTE,66e8203821afba04642bdccb,King's Daughters Health System,98.305084,4,kings daughters medical cente,"[""MS""]",kings daughters medical center,nan,match
ATLANTA PLUS URGENT CARE LLC,6655e9cfe572785194783c63,Atlanta Plus Urgent Care CONYERS GA,95.0,4,atlanta plus urgent care,"[""GA""]",atlanta plus urgent care conyers ga,nan,match
AUGUSTA UNIVERSITY,66e8204221afba04642bdd6f,WellStar,95.0,4,augusta university,"[""GA""]",augusta university health,"[""GA""]",match
LIBERTY REGIONAL MEDICAL CENTER WALK-IN CLINIC,67abb39a6f1d9a45627e605d,"Liberty Regional Medical Center (Hinesville,GA)",95.0,4,liberty regional medical center walkin clinic,"[""GA""]",liberty regional medical center,nan,match
"ALBANY AREA PRIMARY HEALTH CARE, INC.",6655e9cde572785194783b91,"Albany Area Primary Health Care, Inc GA",95.0,4,albany area primary health care,"[""GA""]",albany area primary health care inc ga,nan,match
"PHOEBE PUTNEY MEMORIAL HOSPITAL, INC",6452af5361a0f218ad3301f9,Phoebe Putney Health Systems (Georgia),95.0,4,phoebe putney memorial hospital,"[""ME"",""GA""]",phoebe putney memorial hospital north campus,nan,match
CARECONNECT FAMILY PRACTICE AND PEDIATRICS,63ce560b1415503742364a24,CareConnect Health,95.0,4,careconnect family practice and pediatrics,"[""GA""]",careconnect family practice and pediatrics rochelle,nan,match
"PHOEBE PUTNEY MEMORIAL HOSPITAL, INC",6452af5361a0f218ad3301f8,Phoebe Physician Group,95.0,4,phoebe putney memorial hospital,"[""ME"",""GA""]",phoebe putney memorial hospital north campus,"[""GA"",""AK""]",match
AUGUSTA UNIVERSITY,66e8204221afba04642bdd6f,WellStar,95.0,4,augusta university,"[""GA""]",augusta university health,nan,match
EMORY UNIVERSITY HOSPITAL MIDTOWN,65b7c4a662309ebe93864e30,Emory Healthcare Inc,95.0,4,emory university hospital midtown,"[""GA""]",emory university hospital,"[""GA""]",match
CARECONNECT FAMILY PRACTICE AND PEDIATRICS,63ce560b1415503742364a24,CareConnect Health,95.0,4,careconnect family practice and pediatrics,"[""GA""]",careconnect family practice and pediatrics rochelle,"[""GA""]",match
PIEDMONT HOSPITAL,67814db262cac9335ad417d0,Piedmont Healthcare,95.0,4,piedmont hospital,"[""GA""]",piedmont atlanta hospital,nan,match
THE LITTLE CLINIC OF GA LLC,6655ea51648dc68f6cbe834d,The Little Clinic,95.0,4,the little clinic of ga,"[""GA"",""TN""]",the little clinic,"[""GA"",""CO"",""AZ"",""VA""]",match
OUR LADY OF THE LAKE HOSPITAL,66e8203521afba04642bdca4,Franciscan Missionaries of Our Lady Health System,95.0,4,our lady of the lake hospital,"[""MA"",""LA""]",our lady of the lake surgical hospital,nan,match
EMORY UNIVERSITY HOSPITAL MIDTOWN,66e8203421afba04642bdc9a,Emory Healthcare,95.0,4,emory university hospital midtown,"[""GA""]",emory university hospital,nan,match
"PHOEBE PUTNEY MEMORIAL HOSPITAL, INC",6452af5361a0f218ad3301f9,Phoebe Putney Health Systems (Georgia),95.0,4,phoebe putney memorial hospital,"[""ME"",""GA""]",phoebe putney memorial hospital north campus,"[""GA""]",match
EMORY UNIVERSITY HOSPITAL MIDTOWN,65b7c4a662309ebe93864e30,Emory Healthcare Inc,95.0,4,emory university hospital midtown,"[""GA""]",emory university hospital,nan,match
"PHOEBE PUTNEY MEMORIAL HOSPITAL, INC",6452af5361a0f218ad3301f8,Phoebe Physician Group,95.0,4,phoebe putney memorial hospital,"[""ME"",""GA""]",phoebe putney memorial hospital north campus,"[""GA"",""CA""]",match
"HEART AND VASCULAR CARE, LLC",6655e9dce5727851947840e8,Heart and Vascular Care of Georgia,95.0,4,heart and vascular care,"[""ME"",""GA""]",heart and vascular care of georgia,nan,match
PIEDMONT HOSPITAL,67814db262cac9335ad417d0,Piedmont Healthcare,95.0,4,piedmont hospital,"[""GA""]",piedmont atlanta hospital,"[""GA""]",match
EMORY UNIVERSITY HOSPITAL MIDTOWN,66e8203421afba04642bdc9a,Emory Healthcare,95.0,4,emory university hospital midtown,"[""GA""]",emory university hospital,"[""GA""]",match
TULANE MEDICAL CENTER,63ce57be1415503742367c8c,Tulane Medical Center Clinic,95.0,4,tulane medical center,"[""LA""]",tulane medical center clinic,nan,match
"MAYO CLINIC HEALTH SYSTEM IN WAYCROSS, INC",6793e06c37747f17b541795e,Mayo Clinic,95.0,4,mayo clinic health system in waycross,"[""MN"",""GA""]",mayo clinic health system,"[""MN""]",match
TULANE MEDICAL CENTER,63ce57be1415503742367c8c,Tulane Medical Center Clinic,95.0,4,tulane medical center,"[""LA""]",tulane medical center clinic,"[""LA""]",match
"MAYO CLINIC HEALTH SYSTEM IN WAYCROSS, INC",6793e06c37747f17b541795e,Mayo Clinic,95.0,4,mayo clinic health system in waycross,"[""MN"",""GA""]",mayo clinic health system,nan,match
"MAYO CLINIC HEALTH SYSTEM IN WAYCROSS, INC",6793e06c37747f17b541795e,Mayo Clinic,95.0,4,mayo clinic health system in waycross,"[""MN"",""GA""]",mayo clinic health system,"[""MN"",""WI""]",match
"MAYO CLINIC HEALTH SYSTEM IN WAYCROSS, INC",6793e06c37747f17b541795e,Mayo Clinic,95.0,4,mayo clinic health system in waycross,"[""MN"",""GA""]",mayo clinic health system,"[""AZ"",""MN"",""WI"",""FL""]",match
OUR LADY OF THE LAKE HOSPITAL,66e8203521afba04642bdca4,Franciscan Missionaries of Our Lady Health System,95.0,4,our lady of the lake hospital,"[""MA"",""LA""]",our lady of the lake surgical hospital,"[""LA""]",match
OUR LADY OF THE LAKE HOSPITAL,66e8203521afba04642bdca4,Franciscan Missionaries of Our Lady Health System,95.0,4,our lady of the lake hospital,"[""MA"",""LA""]",our lady of the lake surgical hospital,"[""LA"",""MS""]",match
PIEDMONT HOSPITAL,67814db262cac9335ad417d0,Piedmont Healthcare,95.0,4,piedmont hospital,"[""GA""]",piedmont fayette hospital,nan,match
PIEDMONT HOSPITAL,67814db262cac9335ad417d0,Piedmont Healthcare,95.0,4,piedmont hospital,"[""GA""]",piedmont newnan hospital,nan,match
PIEDMONT HOSPITAL,67814db262cac9335ad417d0,Piedmont Healthcare,95.0,4,piedmont hospital,"[""GA""]",piedmont fayette hospital,"[""GA""]",match
PIEDMONT HOSPITAL,67814db262cac9335ad417d0,Piedmont Healthcare,95.0,4,piedmont hospital,"[""GA""]",piedmont newton hospital,"[""GA""]",match
PIEDMONT HOSPITAL,67814db262cac9335ad417d0,Piedmont Healthcare,95.0,4,piedmont hospital,"[""GA""]",piedmont newnan hospital,"[""GA""]",match
